NormalFormat,CustomName,Year,Session,Timezone,Paper,Subject,Level,Questions,Original,Markscheme,Scanned,Printed,CompletedDate,Completed,Partial,Mark,Maximum,Notes,IgnoreUpdate,GB7,GB6,GB5,GB4,GB3,GB2,GB1,GBMAX
True,,2011.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2011/November/TZ0\\original-N-2011-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2011/November/TZ0\\original-N-2011-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2011/November/TZ0\\markscheme-N-2011-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2011/November/TZ0\\markscheme-N-2011-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2012.0,M,1.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\original-M-2012-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\original-M-2012-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\markscheme-M-2012-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\markscheme-M-2012-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2012.0,M,2.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\original-M-2012-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\original-M-2012-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\markscheme-M-2012-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\markscheme-M-2012-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2012.0,M,1.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\original-M-2012-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\original-M-2012-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\markscheme-M-2012-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ1\\markscheme-M-2012-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2012.0,M,2.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\original-M-2012-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\original-M-2012-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\markscheme-M-2012-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/May/TZ2\\markscheme-M-2012-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2012.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\original-N-2012-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\original-N-2012-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\markscheme-N-2012-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\markscheme-N-2012-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2012.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\original-N-2012-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\original-N-2012-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\markscheme-N-2012-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2012/November/TZ0\\markscheme-N-2012-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,M,1.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2013/May/TZ1\\original-M-2013-TZ1-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ1\\original-M-2013-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2013/May/TZ1\\markscheme-M-2013-TZ1-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ1\\markscheme-M-2013-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,M,2.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2013/May/TZ2\\original-M-2013-TZ2-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ2\\original-M-2013-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2013/May/TZ2\\markscheme-M-2013-TZ2-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ2\\markscheme-M-2013-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,M,1.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2013/May/TZ1\\original-M-2013-TZ1-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ1\\original-M-2013-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2013/May/TZ1\\markscheme-M-2013-TZ1-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ1\\markscheme-M-2013-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,M,2.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2013/May/TZ2\\original-M-2013-TZ2-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ2\\original-M-2013-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2013/May/TZ2\\markscheme-M-2013-TZ2-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/May/TZ2\\markscheme-M-2013-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/2013/November/TZ0\\original-N-2013-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/November/TZ0\\original-N-2013-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2013/November/TZ0\\markscheme-N-2013-TZ0-P1-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/November/TZ0\\markscheme-N-2013-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2013.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/2013/November/TZ0\\original-N-2013-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/November/TZ0\\original-N-2013-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/2013/November/TZ0\\markscheme-N-2013-TZ0-P2-PH-SL.pdf"", ""valid"": false, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2013/November/TZ0\\markscheme-N-2013-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,M,1.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\original-M-2014-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\original-M-2014-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\markscheme-M-2014-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\markscheme-M-2014-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,M,2.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\original-M-2014-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\original-M-2014-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\markscheme-M-2014-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\markscheme-M-2014-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,M,1.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\original-M-2014-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\original-M-2014-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\markscheme-M-2014-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ1\\markscheme-M-2014-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,M,2.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\original-M-2014-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\original-M-2014-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\markscheme-M-2014-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/May/TZ2\\markscheme-M-2014-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\original-N-2014-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\original-N-2014-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\markscheme-N-2014-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\markscheme-N-2014-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2014.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\original-N-2014-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\original-N-2014-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\markscheme-N-2014-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2014/November/TZ0\\markscheme-N-2014-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,M,1.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\original-M-2015-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\original-M-2015-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\markscheme-M-2015-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\markscheme-M-2015-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,M,2.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\original-M-2015-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\original-M-2015-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\markscheme-M-2015-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\markscheme-M-2015-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,M,1.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\original-M-2015-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\original-M-2015-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\markscheme-M-2015-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ1\\markscheme-M-2015-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,M,2.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\original-M-2015-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\original-M-2015-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\markscheme-M-2015-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/May/TZ2\\markscheme-M-2015-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\original-N-2015-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\original-N-2015-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\markscheme-N-2015-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\markscheme-N-2015-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2015.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\original-N-2015-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\original-N-2015-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\markscheme-N-2015-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}, {""path"": ""Papers/Physics/Standard Level/2015/November/TZ0\\markscheme-N-2015-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,M,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2016/May/TZ0\\original-M-2016-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/May/TZ0\\markscheme-M-2016-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/May/TZ0\\scanned-M-2016-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-11 00:00:00.000000,True,False,22.0,30.0,"Q8,12,15,22 REVIEW
",False,19,17,14,12,10,8,0,30
True,,2016.0,M,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2016/May/TZ0\\original-M-2016-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/May/TZ0\\markscheme-M-2016-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/May/TZ0\\scanned-M-2016-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-10-12 00:00:00.000000,True,False,44.0,50.0,,False,30,25,19,14,9,5,0,50
True,,2016.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2016/November/TZ0\\original-N-2016-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/November/TZ0\\markscheme-N-2016-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/November/TZ0\\scanned-N-2016-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-29 00:00:00.000000,True,False,22.0,30.0,,False,0,0,0,0,0,0,0,0
True,,2016.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2016/November/TZ0\\original-N-2016-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2016/November/TZ0\\markscheme-N-2016-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,,False,False,0.0,0.0,,False,0,0,0,0,0,0,0,0
True,,2017.0,M,1.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ1\\original-M-2017-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ1\\markscheme-M-2017-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ1\\scanned-M-2017-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-07-25 00:00:00.000000,True,False,20.0,30.0,,False,19,17,14,12,10,8,0,30
True,,2017.0,M,2.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ2\\original-M-2017-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ2\\markscheme-M-2017-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ2\\scanned-M-2017-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-01 00:00:00.000000,True,False,24.0,30.0,,False,19,17,14,12,10,8,0,30
True,,2017.0,M,1.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ1\\original-M-2017-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ1\\markscheme-M-2017-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ1\\scanned-M-2017-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-07-26 00:00:00.000000,True,False,37.0,50.0,,False,32,26,21,15,9,5,0,50
True,,2017.0,M,2.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ2\\original-M-2017-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ2\\markscheme-M-2017-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/May/TZ2\\scanned-M-2017-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-02 00:00:00.000000,True,False,35.0,50.0,,False,32,26,21,15,9,5,0,50
True,,2017.0,N,0.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2017/November/TZ0\\original-N-2017-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/November/TZ0\\markscheme-N-2017-TZ0-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,2022-09-18 00:00:00.000000,True,False,22.0,30.0,,False,20,18,15,13,11,8,0,30
True,,2017.0,N,0.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2017/November/TZ0\\original-N-2017-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/November/TZ0\\markscheme-N-2017-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2017/November/TZ0\\scanned-N-2017-TZ0-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-09-29 00:00:00.000000,True,False,42.0,50.0,,False,29,24,19,14,10,5,0,50
True,,2018.0,M,1.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ1\\original-M-2018-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ1\\markscheme-M-2018-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ1\\scanned-M-2018-TZ1-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-08 00:00:00.000000,True,False,19.0,30.0,,False,19,17,14,12,10,8,0,30
True,,2018.0,M,2.0,1.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ2\\original-M-2018-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ2\\markscheme-M-2018-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ2\\scanned-M-2018-TZ2-P1-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-15 00:00:00.000000,True,False,25.0,30.0,"
",False,19,17,14,12,10,8,0,30
True,,2018.0,M,1.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ1\\original-M-2018-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ1\\markscheme-M-2018-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ1\\scanned-M-2018-TZ1-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",True,2022-08-09 00:00:00.000000,True,False,35.0,50.0,,False,32,27,21,16,10,5,0,50
True,,2018.0,M,2.0,2.0,PH,SL,,"[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ2\\original-M-2018-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Physics/Standard Level/2018/May/TZ2\\markscheme-M-2018-TZ2-P2-PH-SL.pdf"", ""valid"": true, ""identifier"": """"}]",[],True,2022-10-08 00:00:00.000000,True,False,43.0,50.0,,False,26,21,16,11,8,4,0,50
